PARID,owner
0010N00350000000,ura
0010N00351000000,ura
0010N00352000000,ura
0010N00353000000,ura
0010N00355000000,ura
0010N00390000000,ura
0010N00391000000,ura
0010N00392000000,ura
0010N00393000000,ura
0010N00394000000,ura
0010G00205000000,ura
0010D00310000000,ura
0010D00313000000,ura
0010D00314000000,ura
0029F00026000000,ura
0029F00030000000,ura
0029F00033000000,ura
0029F00080000000,ura
0010N00330000000,ura
0010N00336000000,ura
0010D00278000A00,ura
0010D00282000A00,ura
0010D00286000000,ura
0010D00318000000,ura
0010D00329000000,ura
0010D00333000000,ura
0010G00073000000,ura
0010G00196000000,ura
0028P00226000000,ura
0010D00289000000,ura
0010D00294000000,ura
0010G00074000000,ura
0010D00340000000,ura
0010D00341000000,ura
0010D00342000000,ura
0010D00343000000,ura
0010D00345000000,ura
0010D00346000000,ura
0010D00348000000,ura
0010D00349000000,ura
0010D00351000000,ura
0010D00246000000,ura
0010G00019000000,ura
0010D00268000000,ura
0010D00270000000,ura
0010D00276000000,ura
0010G00174000000,ura
0010C00040000000,ura
0027A00168000000,ura
0027A00169000000,ura
0027A00170000000,ura
0027A00171000000,ura
0027A00172000000,ura
0027A00173000000,ura
0027A00195000000,ura
0027A00196000000,ura
0027A00098000000,ura
0027A00105000000,ura
0027A00107000000,ura
0027A00107000A00,ura
0027B00053000000,ura
0027B00319000000,ura
0010H00235000000,ura
0010K00001000000,ura
0010K00002000000,ura
0010K00003000000,ura
0010K00004000000,ura
0027A00198000000,ura
0027A00115000000,ura
0027A00116000000,ura
0027A00116000A00,ura
0027A00117000000,ura
0010K00006000000,ura
0027A00201000000,ura
0027A00202000000,ura
0027A00204000000,ura
0027A00207000000,ura
0027B00200000000,ura
0027A00121000000,ura
0027A00123000000,ura
0027A00125000000,ura
0027A00126000000,ura
0010L00051000000,ura
0010H00253000000,ura
0010K00007000000,ura
0010K00008000000,ura
0010K00009000000,ura
0010K00011000000,ura
0010K00012000000,ura
0010K00016000000,ura
0010K00018000000,ura
0010K00019000000,ura
0010K00020000000,ura
0010K00227000000,ura
0010K00229000000,ura
0027A00258000000,ura
0010H00268000000,ura
0027B00366000000,ura
0027A00043000100,ura
0027A00045000000,ura
0010L00056000000,ura
0010L00057000000,ura
0010L00059000000,ura
0010L00063000000,ura
0010L00075000000,ura
0010H00271000000,ura
0010H00272000000,ura
0010H00273000000,ura
0027B00018000000,ura
0027B00019000000,ura
0010J00260000000,ura
0027A00129000000,ura
0027A00131000000,ura
0027A00053000000,ura
0027A00056000000,ura
0027A00058000000,ura
0027A00060000000,ura
0027A00062000000,ura
0027A00063000000,ura
0027A00064000000,ura
0010L00081000000,ura
0010L00083000000,ura
0010L00084000000,ura
0010L00085000000,ura
0010L00086000000,ura
0010L00095000000,ura
0010H00181000000,ura
0027B00095000A00,ura
0027B00096000000,ura
0010J00343000000,ura
0027A00165000000,ura
0026P00185000000,ura
0027A00084000000,ura
0027A00085000000,ura
0027A00086000000,ura
0027A00090000000,ura
0027B00038000000,ura
0010L00099000000,ura
0010L00100000000,ura
0010J00344000000,ura
0027B00318000000,ura
0010J00099000000,ura
0010J00100000000,ura
0010J00101000000,ura
0010L00280000000,ura
0010L00289000000,ura
0010L00290000000,ura
0010P00192000B00,ura
0010P00192000D00,ura
0010L00206000000,ura
0010L00208000000,ura
0010L00211000000,ura
0010L00216000000,ura
0010L00218000000,ura
0010L00221000000,ura
0010P00120000000,ura
0010P00121000000,ura
0010P00121000500,ura
0010P00122000000,ura
0010P00122000A00,ura
0010P00125000000,ura
0010J00103000000,ura
0010J00104000000,ura
0010J00105000000,ura
0010P00126000000,ura
0010P00128000000,ura
0010N00255000000,ura
0010N00257000000,ura
0010N00258000000,ura
0010P00196000000,ura
0010J00150000000,ura
0010P00203000000,ura
0010P00204000000,ura
0010P00205000000,ura
0010L00233000000,ura
0010L00235000000,ura
0010L00236000000,ura
0010L00238000000,ura
0010L00239000000,ura
0010L00240000000,ura
0010L00242000000,ura
0010L00243000000,ura
0010L00244000000,ura
0010L00245000000,ura
0025S00110000000,ura
0010N00395000000,ura
0010N00396000000,ura
0010N00287000000,ura
0010N00305000000,ura
0010P00206000000,ura
0010P00207000000,ura
0010P00208000000,ura
0010K00094000000,ura
0010P00030000000,ura
0010K00095000000,ura
0010K00095000A00,ura
0010K00095000B00,ura
0010K00096000000,ura
0010K00097000000,ura
0010P00031000000,ura
0010P00032000000,ura
0010P00034000000,ura
0010P00035000000,ura
0010P00036000000,ura
0010P00037000000,ura
0010H00274000000,ura
0010H00275000000,ura
0010H00276000000,ura
0010H00277000000,ura
0010H00278000000,ura
0010H00279000000,ura
0010H00280000000,ura
0010H00281000000,ura
0010H00284000000,ura
0010H00285000000,ura
0010H00286000000,ura
0010K00099000000,ura
0010K00100000000,ura
0010K00101000000,ura
0010P00038000000,ura
0010P00039000000,ura
0010P00040000000,ura
0010P00041000000,ura
0010L00330000000,ura
0010L00331000000,ura
0010L00333000000,ura
0010L00334000000,ura
0010H00060000000,ura
0025S00183000000,ura
0010P00154000000,ura
0010P00155000000,ura
0010P00156000000,ura
0010P00158000000,ura
0010P00159000000,ura
0010P00159000A00,ura
0010P00161000000,ura
0010P00165000000,ura
0010P00171000000,ura
0010K00104000000,ura
0010P00049000000,ura
0010P00063000000,ura
0010P00065000000,ura
0010P00068000000,ura
0010P00069000000,ura
0010P00070000000,ura
0010L00338000000,ura
0010M00004000000,ura
0010H00287000000,ura
0010H00289000000,ura
0010H00290000000,ura
0010H00291000000,ura
0010H00292000000,ura
0010H00293000000,ura
0010H00294000000,ura
0010H00295000000,ura
0010H00296000000,ura
0010H00297000000,ura
0010H00298000000,ura
0010P00102000000,ura
0010R00159000000,ura
0010H00085000000,ura
0010L00256000000,ura
0010L00274000000,ura
0010M00246000000,ura
0010L00189000000,ura
0010L00191000000,ura
0010L00199000000,ura
0010L00200000000,ura
0010L00202000000,ura
0010L00204000000,ura
0010J00080000000,ura
0010J00084000000,ura
0010K00115000000,ura
0010K00116000000,ura
0010P00104000000,ura
0010P00105000000,ura
0010P00106000000,ura
0010P00107000000,ura
0010P00108000000,ura
0010M00017000000,ura
0010M00018000000,ura
0010M00019000000,ura
0010L00205000000,ura
0010H00299000000,ura
0010H00301000000,ura
0010H00302000000,ura
0010H00303000000,ura
0010H00305000000,ura
0010H00309000000,ura
0010H00310000000,ura
0010H00311000000,ura
0010P00119000000,ura
0010R00162000000,ura
0010L00275000000,ura
0010N00074000000,ura
0027E00047000000,ura
0027E00048000000,ura
0027E00048000A00,ura
0027E00049000000,ura
0027E00050000000,ura
0027E00051000000,ura
0027E00053000000,ura
0027E00054000000,ura
0027E00055000000,ura
0027E00151000000,ura
0027E00056000000,ura
0027E00058000000,ura
0027E00059000000,ura
0027E00069000000,ura
0027E00070000000,ura
0027E00071000000,ura
0027E00072000000,ura
0027E00074000000,ura
0027E00076000000,ura
0027E00001000000,ura
0027E00083000000,ura
0027E00086000000,ura
0027E00087000000,ura
0027E00088000000,ura
0027E00089000000,ura
0027E00004000000,ura
0025M00243000000,ura
0027E00090000000,ura
0027E00091000000,ura
0027E00092000000,ura
0027E00093000000,ura
0027E00094000000,ura
0027E00095000000,ura
0027E00096000000,ura
0027E00006000000,ura
0027E00009000000,ura
0027E00014000000,ura
0027E00015000000,ura
0027E00097000000,ura
0027E00098000000,ura
0027E00101000000,ura
0027E00102000000,ura
0027E00103000000,ura
0027E00104000000,ura
0027E00105000000,ura
0027E00107000000,ura
0027E00109000000,ura
0027B00393000000,ura
0027E00127000000,ura
0026P00157000000,ura
0026P00164000000,ura
0026P00166000000,ura
0026N00316000000,ura
0026N00318000000,ura
0026N00319000000,ura
0026N00320000000,ura
0026N00321000000,ura
0026N00323000000,ura
0025S00198000000,ura
0026N00051000000,ura
0026N00052000000,ura
0026N00053000000,ura
0026N00333000000,ura
0025S00230000000,ura
0025S00231000000,ura
0025S00234000000,ura
0026N00054000000,ura
0025S00249000000,ura
0025S00258000000,ura
0025S00259000000,ura
0025S00262000000,ura
0026K00233000000,ura
0026N00013000000,ura
0026N00014000000,ura
0026N00014000A00,ura
0026N00014000B00,ura
0026C00019000000,ura
0048H00161000000,ura
0049J00278000000,ura
0084L00283000000,ura
0084M00220000000,ura
0084E00043000000,ura
0084E00090000000,ura
0084B00260000000,ura
0084B00500000001,ura
0084B00500000002,ura
0050F00127000000,ura
0050B00501000000,ura
0050F00275000000,ura
0050F00276000000,ura
0050F00144000000,ura
0050B00212000001,ura
0050G00007000000,ura
0050G00152000000,ura
0050G00060000000,ura
0050G00061000000,ura
0050G00062000000,ura
0050G00063000000,ura
0050G00008000000,ura
0050G00016000000,ura
0050G00065000000,ura
0050G00066000000,ura
0050G00067000000,ura
0050G00068000000,ura
0050G00072000000,ura
0050G00076000000,ura
0050G00077000000,ura
0050G00080000000,ura
0050G00081000000,ura
0050G00082000000,ura
0050B00045000000,ura
0050B00047000000,ura
0050H00214000000,ura
0050H00215000000,ura
0050H00305000000,ura
0050K00172000000,ura
0050H00024000000,ura
0050H00025000000,ura
0050M00019000000,ura
0050L00130000000,ura
0050F00147000000,ura
0050F00148000000,ura
0120G00145000000,ura
0081A00225000000,ura
0083A00048000000,ura
0050H00058000000,ura
0123D00001000000,ura
0083M00083000000,ura
0083E00277000000,ura
0083E00278000000,ura
0083M00084000000,ura
0083E00080000000,ura
0083E00082000000,ura
0083P00043000000,ura
0082M00183000000,ura
0083N00340G10200,ura
0083N00340G10300,ura
0083N00340G10400,ura
0083N00340G10500,ura
0083S00069000000,ura
0124R00112000000,ura
0124N00351000000,ura
0124P00026000000,ura
0124P00041000000,ura
0124P00176000000,ura
0124P00104000000,ura
0083S00215000000,ura
0083S00217000000,ura
0083S00218000000,ura
0124N00363000A00,ura
0124N00365000000,ura
0083S00252000000,ura
0083S00500000000,ura
0124N00198000000,ura
0124N00199000000,ura
0083R00115000000,ura
0124P00062000000,ura
0124N00110000000,ura
0124N00114000000,ura
0124N00116000000,ura
0124N00120000000,ura
0124N00125000000,ura
0124N00126000000,ura
0124N00128000000,ura
0124N00294000000,ura
0124P00144000000,ura
0124P00145000000,ura
0124N00129000000,ura
0124N00140000000,ura
0083R00240000000,ura
0124R00093000000,ura
0124P00011000000,ura
0124N00252000000,ura
0124G00185000000,ura
0083S00083000000,ura
0083S00084000000,ura
0083S00087000000,ura
0083S00271000000,ura
0083S00273000000,ura
0083S00276000000,ura
0083S00277000000,ura
0083S00278000000,ura
0083S00279000000,ura
0083S00282000000,ura
0083S00286000000,ura
0083S00291000000,ura
0083M00183000000,ura
0083M00184000000,ura
0083P00237000000,ura
0083S00386000000,ura
0083S00500000001,ura
0083S00502000000,ura
0124E00307000000,ura
0083P00249000000,ura
0083M00196000000,ura
0083M00198000000,ura
0083M00199000000,ura
0083M00208000000,ura
0083M00208000A00,ura
0083M00209000000,ura
0083M00211000000,ura
0083M00213000000,ura
0125B00281000000,ura
0125B00283000000,ura
0125A00340000000,ura
0125A00342000000,ura
0125M00324000000,ura
0125A00345000100,ura
0124S00304000000,ura
0125A00506000000,ura
0125G00048000000,ura
0125M00226000000,ura
0125C00046000000,ura
0125L00022000000,ura
0125A00334000A00,ura
0125A00335000000,ura
0125A00336000000,ura
0125A00339000000,ura
0125L00023000000,ura
0125L00024000000,ura
0125L00025000000,ura
0124J00059000000,ura
0124K00018000000,ura
0124K00022000000,ura
0124J00169000000,ura
0124J00196000000,ura
0125G00013000000,ura
0125G00014000000,ura
0125G00015000000,ura
0124J00065000000,ura
0124J00066000000,ura
0124J00068000000,ura
0124J00071000000,ura
0124J00072000000,ura
0125L00044000000,ura
0125L00046000000,ura
0125L00047000000,ura
0124K00144000000,ura
0124J00073000000,ura
0124K00169000A00,ura
0124K00171000000,ura
0124K00059000000,ura
0124K00060000000,ura
0124J00232000000,ura
0124J00233000000,ura
0124J00234000000,ura
0125F00239000000,ura
0124J00235000000,ura
0124J00240000000,ura
0124J00240000A00,ura
0124J00241000000,ura
0124K00192000000,ura
0124K00195000000,ura
0124J00151000000,ura
0124J00157000000,ura
0174B00206000000,ura
0174B00500000000,ura
0174C00001000000,ura
0174C00008000000,ura
0174C00009000000,ura
0172P00299000000,ura
0174B00171000000,ura
0174C00024000A00,ura
0174C00026000000,ura
0174C00028000000,ura
0174C00029000000,ura
0174C00053000000,ura
0174C00084000000,ura
0174C00086000000,ura
0174C00087000000,ura
0174C00088000000,ura
0174C00089000000,ura
0174C00090000000,ura
0174C00091000000,ura
0174C00093000000,ura
0174C00094000000,ura
0174C00095000000,ura
0174C00096000000,ura
0174C00098000000,ura
0174B00202000000,ura
0174C00099000000,ura
0174C00108000000,ura
0125B00116000001,ura
0174J00093000000,ura
0174J00094000000,ura
0174J00095000000,ura
0174G00200000000,ura
0174G00246000000,ura
0174G00248000000,ura
0174G00309000000,ura
0174G00324000000,ura
0174J00131000000,ura
0174K00106000000,ura
0174K00108000000,ura
0174J00293000000,ura
0174G00326000000,ura
0174G00327000000,ura
0174G00334000000,ura
0174J00300000000,ura
0174G00335000000,ura
0174G00336000000,ura
0174G00338000000,ura
0174F00050000000,ura
0174L00155000000,ura
0174L00042000000,ura
0174L00043000000,ura
0174L00054000000,ura
0174L00058000000,ura
0174J00303000000,ura
0174G00184000000,ura
0174E00155000000,ura
0174K00141000000,ura
0174K00142000000,ura
0174K00144000000,ura
0174K00174000000,ura
0174G00269000000,ura
0174G00271000000,ura
0174G00273000000,ura
0174G00274000000,ura
0174J00028000000,ura
0174K00201000000,ura
0174G00189000000,ura
0174G00190000000,ura
0174G00197000000,ura
0174G00198000000,ura
0174G00199000000,ura
0174K00336000000,ura
0173N00300000000,ura
0174C00198000000,ura
0173P00131000000,ura
0174B00111000000,ura
0174B00114000000,ura
0125D00075000000,ura
0125M00184000000,ura
0174B00246000000,ura
0173P00173000000,ura
0173P00174000000,ura
0174B00134000000,ura
0174B00135000000,ura
0174B00325000000,ura
0125H00225000000,ura
0125H00233000000,ura
0125S00022000000,ura
0174B00087000000,ura
0173N00290000000,ura
0173N00166000000,ura
0174B00500000001,ura
0125S00028000000,ura
0125S00035000000,ura
0174P00142000000,ura
0174N00290000000,ura
0174N00296000000,ura
0174P00369000000,ura
0174N00298000000,ura
0174L00172000000,ura
0174M00254000000,ura
0174M00255000000,ura
0174M00256000000,ura
0174M00376000000,ura
0174N00314000000,ura
0174N00315000000,ura
0174N00316000000,ura
0174P00301000000,ura
0175A00001000000,ura
0175A00002000000,ura
0174P00302000000,ura
0174P00303000000,ura
0174P00305000000,ura
0174P00315000000,ura
0174P00097000000,ura
0174L00301000000,ura
0174L00303000000,ura
0174P00316000000,ura
0174P00317000000,ura
0174N00263000000,ura
0174N00192000000,ura
0174N00194000000,ura
0174N00198000000,ura
0174N00078000000,ura
0174L00216000000,ura
0175A00041000000,ura
0174N00094000000,ura
0174N00095000000,ura
0174N00096000000,ura
0174N00097000000,ura
0174G00148000000,ura
0175B00147000000,ura
0175B00150000000,ura
0175B00151000000,ura
0174G00152000000,ura
0174E00021000000,ura
0174G00161000000,ura
0174F00159000000,ura
0174E00197000000,ura
0174F00048000000,ura
0174F00049000000,ura
0174C00109000000,ura
0174C00110000000,ura
0174C00141000000,ura
0174C00148000000,ura
0174G00041000000,ura
0174G00042000000,ura
0174G00077000000,ura
0175B00057000000,ura
0175B00060000000,ura
0175B00061000000,ura
0174C00271000000,ura
0174C00501000000,ura
0174D00078000000,ura
0174G00133000000,ura
0175D00309000000,ura
0175C00330000000,ura
0175H00049000000,ura
0175H00192000000,ura
0231K00203000000,ura
0175D00115000000,ura
0174L00371000000,ura
0174L00372000000,ura
0175D00141000000,ura
0231J00011000000,ura
0175H00248000000,ura
0231F00194000000,ura
0231N00134000000,ura
0231J00074000000,ura
0231K00196000000,ura
0231L00134000000,ura
0231L00222000000,ura
0231K00144000000,ura
0088M00158000000,ura
0088M00160000000,ura
0088M00162000000,ura
0088M00200000000,ura
0088H00063000000,ura
0125L00370000000,ura
0125L00372000000,ura
0125L00374000000,ura
0088H00072000000,ura
0088H00250000000,ura
0088R00121000000,ura
0088S00015000000,ura
0088H00161000000,ura
0088G00328000000,ura
0088G00329000000,ura
0088G00330000000,ura
0088G00334000000,ura
0088G00337000000,ura
0088G00338000000,ura
0088G00340000000,ura
0088G00341000000,ura
0088G00342000000,ura
0088G00375000000,ura
0088L00150000000,ura
0088H00020000000,ura
0088R00020000000,ura
0128R00100000000,ura
0128R00200000000,ura
0129J00150000000,ura
0129N00040000000,ura
0175A00111000000,ura
0055G00136000000,ura
0055L00081000000,ura
0056R00319000000,ura
0057G00225000000,ura
0057G00254000000,ura
0057G00255000000,ura
0056C00217000000,ura
0056B00313000000,ura
0056B00314000000,ura
0056B00315000000,ura
0056B00316000000,ura
0056B00317000000,ura
0056F00078000000,ura
0056F00080000000,ura
0056C00088000000,ura
0056D00183000000,ura
0056D00183000A00,ura
0056F00083000000,ura
0056F00084000000,ura
0056F00085000000,ura
0056F00085000A00,ura
0056J00060000000,ura
0056F00088000000,ura
0056F00090000000,ura
0056F00091000000,ura
0056F00092000000,ura
0056F00176000000,ura
0056F00099000000,ura
0056F00100000000,ura
0056F00101000000,ura
0056F00103000000,ura
0056F00104000000,ura
0056F00106000000,ura
0056F00107000000,ura
0056F00108000000,ura
0056F00109000000,ura
0056F00110000000,ura
0056F00302000000,ura
0056F00303000000,ura
0056F00304000000,ura
0056F00307000000,ura
0056G00208000000,ura
0056N00161000000,ura
0056N00163000000,ura
0057C00113000000,ura
0056N00168000000,ura
0056N00169000000,ura
0056N00170000000,ura
0056N00171000000,ura
0056N00174000000,ura
0056N00175000000,ura
0056N00188000000,ura
0056N00189000000,ura
0056N00190000000,ura
0012H00230000000,ura
0012H00260000000,ura
0012H00264000000,ura
0012H00265000200,ura
0012H00268000000,ura
0012M00324000000,ura
0012M00340000000,ura
0057G00342000000,ura
0029N00150000000,ura
0029N00152000000,ura
0029J00105000000,ura
0030L00105000000,ura
0029J00130000000,ura
0029J00145000000,ura
0029J00150000000,ura
0029J00160000000,ura
0029J00193000000,ura
0029J00197000000,ura
0029J00201000000,ura
0029J00205000000,ura
0029N00507000000,ura
0029N00508000000,ura
0029E00003000000,ura
0029N00140000000,ura
0030L00026000000,ura
0013D00243000000,ura
0013G00267000000,ura
0013G00271000000,ura
0013D00257000000,ura
0013C00155000000,ura
0003C00182000000,ura
0003L00215000000,ura
0003B00100000000,ura
0012A00130000000,ura
0013B00021000000,ura
0012A00007000000,ura
0012A00011000000,ura
0015L00108000000,ura
0014E00107000000,ura
0014E00159000000,ura
0014E00160000000,ura
0014E00163000000,ura
0014E00164000000,ura
0014E00167000000,ura
0015M00192000000,ura
0015L00091000000,ura
0015L00092000000,ura
0014E00239000000,ura
0014E00241000000,ura
0014E00242000000,ura
0014E00244000000,ura
0015S00189000000,ura
0015S00192000000,ura
0015S00196000000,ura
0015S00197000000,ura
0015R00231000000,ura
0015S00198000000,ura
0015S00199000000,ura
0015S00170000000,ura
0015S00175000000,ura
0034D00014000000,ura
0015M00126000000,ura
0015M00128000000,ura
0015M00050000000,ura
0015G00236000000,ura
0015M00099000000,ura
0015M00102000000,ura
0015M00103000000,ura
0015M00104000000,ura
0015H00156000000,ura
0015G00076000000,ura
0015M00109000000,ura
0015M00110000000,ura
0015M00111000000,ura
0015M00112000000,ura
